activity,timestamp,x-axis,y-axis,z-axis
JOGGING,1570715248,-5.220649,10.682666,-9.516166
JOGGING,1570715248,10.327794,-25.787453,-20.319176
JOGGING,1570715248,-2.9311228,3.4162693,-9.0271225
JOGGING,1570715248,-0.0240563,-4.2483664,-12.155766
JOGGING,1570715249,-4.8505425,-14.557028,-6.466233
JOGGING,1570715249,-6.289909,-8.065052,3.5930781
JOGGING,1570715249,4.0557213,-9.158215,10.764641
JOGGING,1570715249,12.525704,-3.9143677,15.258814
JOGGING,1570715249,2.1777365,3.3782358,9.723558
JOGGING,1570715249,-10.175351,8.86108,8.241213
JOGGING,1570715249,-11.512173,9.065114,7.9244986
JOGGING,1570715249,-1.2979496,8.12876,6.2680387
JOGGING,1570715249,2.4680557,7.734864,3.4817562
JOGGING,1570715249,0.90879107,7.0337477,0.32968104
JOGGING,1570715249,-2.125276,-8.646246,1.4166194
JOGGING,1570715249,5.047528,-21.95897,-11.295832
JOGGING,1570715249,1.6263252,-7.778678,1.1243944
JOGGING,1570715249,0.7896485,-13.734486,7.3038573
JOGGING,1570715249,-4.6314898,-6.1085377,-4.137931
JOGGING,1570715249,-0.10081418,-2.1593657,-7.037897
JOGGING,1570715249,7.4381976,5.859577,-11.228838
JOGGING,1570715249,5.771008,12.440475,-10.975121
JOGGING,1570715249,3.7082968,15.185711,-8.233473
JOGGING,1570715249,-5.8600416,8.543049,-4.121056
JOGGING,1570715249,-7.9094367,1.0355616,15.051932
JOGGING,1570715249,-2.8659093,2.989931,10.648786
JOGGING,1570715249,-3.0355864,7.303322,-4.937208
JOGGING,1570715249,8.213909,-5.024934,-2.1837602
JOGGING,1570715249,4.872584,-12.73223,-7.3992987
JOGGING,1570715249,3.0287986,5.561631,-18.389744
JOGGING,1570715249,2.3168886,-14.853037,-8.631228
JOGGING,1570715249,-8.416551,-7.2957754,-4.251795
JOGGING,1570715249,-11.211944,-9.213742,9.485897
JOGGING,1570715249,5.770015,-6.2967815,12.874523
JOGGING,1570715249,11.231291,-1.0571346,13.708272
JOGGING,1570715249,-4.450458,4.9997225,6.0755987
JOGGING,1570715249,-11.385068,7.7919436,11.254152
JOGGING,1570715250,-9.985739,8.386114,8.626323
JOGGING,1570715250,0.79515946,8.806383,3.4119716
JOGGING,1570715250,0.26531363,7.827511,1.4512616
JOGGING,1570715250,-1.969385,0.07591057,-0.41113633
JOGGING,1570715250,-0.11260605,-29.654476,-7.9204693
JOGGING,1570715250,1.5569103,-5.9350004,-7.1836095
JOGGING,1570715250,4.9122796,-10.887273,6.6039724
JOGGING,1570715250,-9.165034,-10.628218,0.9379132
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,-7.6951084,-5.7210684,-3.7534668
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,0.028160721,-8.387916,-12.918709
JOGGING,1570715250,-0.3593222,-3.4526625,0.9676644
JOGGING,1570715250,5.1479583,-7.990265,-8.474873
JOGGING,1570715250,4.671198,-10.979896,3.2882614
JOGGING,1570715250,-4.5875306,-12.014621,1.7410789
JOGGING,1570715251,-6.266552,-6.1280727,-3.4168727
JOGGING,1570715251,2.4387515,0.50597763,-9.304746
JOGGING,1570715251,5.310011,9.801894,-11.56602
JOGGING,1570715251,2.3377285,15.632075,-12.92202
JOGGING,1570715251,0.36485732,13.544327,-8.741894
JOGGING,1570715251,-5.52042,7.1327534,-1.0537972
JOGGING,1570715251,-2.951418,-0.47711563,21.592281
JOGGING,1570715251,-2.5489526,2.4593363,8.436066
JOGGING,1570715251,-2.8811812,2.007885,-8.596182
JOGGING,1570715251,12.175892,-15.543454,-15.096491
JOGGING,1570715251,0.08509064,5.814514,-21.175222
JOGGING,1570715251,3.4087124,-8.165829,-14.324101
JOGGING,1570715251,1.6132146,-16.742262,2.8230076
JOGGING,1570715251,-4.2121015,-6.830761,-1.3594261
JOGGING,1570715251,-0.6170613,-9.62549,5.722413
JOGGING,1570715251,11.87504,-4.5806646,17.202526
JOGGING,1570715251,-0.23425022,1.1432962,10.741523
JOGGING,1570715251,-11.501459,7.6910305,5.3227453
JOGGING,1570715251,-11.448696,7.9204054,12.503429
JOGGING,1570715251,1.22895,8.048341,7.7683163
JOGGING,1570715251,3.8082116,8.668639,4.037309
JOGGING,1570715251,2.2224245,7.5848036,0.6669599
JOGGING,1570715251,-0.50332415,-3.5501328,0.07165635
JOGGING,1570715251,-1.2279367,-29.69231,-8.012781
JOGGING,1570715251,3.609233,-8.190174,-3.8915186
JOGGING,1570715251,3.5803638,-13.045684,6.402359
JOGGING,1570715251,-7.2497606,-6.16113,-3.6899421
JOGGING,1570715251,-1.9695666,-3.015399,-6.513914
JOGGING,1570715251,5.6018305,5.9358025,-12.673157
JOGGING,1570715251,5.7393646,13.64394,-10.990504
JOGGING,1570715251,3.454629,14.413123,-8.469518
JOGGING,1570715251,-4.634598,9.56411,-4.213665
JOGGING,1570715251,-12.270045,2.125804,13.814889
JOGGING,1570715252,-3.1210217,-0.9329796,21.728724
JOGGING,1570715252,-2.137065,8.027839,-12.076753
JOGGING,1570715252,17.87105,-26.87407,-8.178858
JOGGING,1570715252,-1.1607976,-0.8756857,-9.792434
JOGGING,1570715252,4.000971,-3.089758,-19.590273
JOGGING,1570715252,3.5969856,-19.454802,0.32613397
JOGGING,1570715252,-5.818772,-6.0006037,-0.096440375
JOGGING,1570715252,-4.088801,-8.794489,1.5981779
JOGGING,1570715252,9.931745,-6.5070667,12.899561
JOGGING,1570715252,10.644564,0.7539091,12.826823
JOGGING,1570715252,-3.9352832,5.096339,5.2042313
JOGGING,1570715252,-14.784202,7.53197,10.434241
JOGGING,1570715252,-11.352948,6.443244,10.939335
JOGGING,1570715252,2.9920335,7.6745377,7.038011
JOGGING,1570715252,1.383866,5.9204187,1.6516515
JOGGING,1570715252,-1.284769,-6.2547617,1.0643165
JOGGING,1570715252,4.2884755,-25.659119,-8.872893
JOGGING,1570715252,3.678714,-9.504407,-1.7175629
JOGGING,1570715252,5.8933616,-14.906936,4.124897
JOGGING,1570715252,-8.549583,-9.152498,-1.9499261
JOGGING,1570715252,-1.7387166,-3.2860012,-6.132628
JOGGING,1570715252,3.843337,5.2402477,-13.795401
JOGGING,1570715252,4.9241953,12.488684,-12.695109
JOGGING,1570715252,3.1643596,14.449195,-10.362531
JOGGING,1570715252,0.63855946,11.189679,-5.236532
JOGGING,1570715252,0.63855946,11.189679,-5.236532
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
JOGGING,1570715280,17.497765,-28.356205,0.41476333
